集計年,都道府県コード,都道府県名,地域コード,地域名,国コード,国名,現地法人企業数（社）
2002,24,三重県,1,アジア州,113,マレーシア,3
2002,24,三重県,1,アジア州,117,フィリピン,5
2002,24,三重県,1,アジア州,118,インドネシア,3
2002,24,三重県,1,アジア州,123,インド,2
2002,24,三重県,2,ヨーロッパ州,205,英国,3
2002,24,三重県,2,ヨーロッパ州,213,ドイツ,1
2002,24,三重県,2,ヨーロッパ州,217,ポルトガル,1
2002,24,三重県,2,ヨーロッパ州,218,スペイン,3
2002,24,三重県,2,ヨーロッパ州,245,チェコ,1
2002,24,三重県,3,北アメリカ州,302,カナダ,1
2002,24,三重県,3,北アメリカ州,304,アメリカ合衆国,17
2002,24,三重県,4,南アメリカ州,410,ブラジル,2
2002,24,三重県,6,大洋州,601,オーストラリア,1
2002,25,滋賀県,1,アジア州,103,大韓民国,3
2002,25,滋賀県,1,アジア州,105,中華人民共和国,6
2002,25,滋賀県,1,アジア州,106,台湾,2
2002,25,滋賀県,1,アジア州,108,香港,2
2002,25,滋賀県,1,アジア州,110,ベトナム,1
2002,25,滋賀県,1,アジア州,111,タイ,2
2002,25,滋賀県,1,アジア州,112,シンガポール,2
2002,25,滋賀県,1,アジア州,113,マレーシア,4
2002,25,滋賀県,1,アジア州,118,インドネシア,2
2002,25,滋賀県,2,ヨーロッパ州,205,英国,3
2002,25,滋賀県,3,北アメリカ州,302,カナダ,1
2002,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,9
2002,25,滋賀県,3,北アメリカ州,305,メキシコ,1
2002,26,京都府,1,アジア州,103,大韓民国,17
2002,26,京都府,1,アジア州,105,中華人民共和国,58
2002,26,京都府,1,アジア州,106,台湾,17
2002,26,京都府,1,アジア州,108,香港,21
2002,26,京都府,1,アジア州,110,ベトナム,3
2002,26,京都府,1,アジア州,111,タイ,20
2002,26,京都府,1,アジア州,112,シンガポール,18
2002,26,京都府,1,アジア州,113,マレーシア,11
2002,26,京都府,1,アジア州,117,フィリピン,16
2002,26,京都府,1,アジア州,118,インドネシア,8
2002,26,京都府,1,アジア州,124,パキスタン,1
2002,26,京都府,1,アジア州,143,イスラエル,2
2002,26,京都府,2,ヨーロッパ州,205,英国,22
2002,26,京都府,2,ヨーロッパ州,206,アイルランド,1
2002,26,京都府,2,ヨーロッパ州,207,オランダ,8
2002,26,京都府,2,ヨーロッパ州,210,フランス,12
2002,26,京都府,2,ヨーロッパ州,213,ドイツ,14
2002,26,京都府,2,ヨーロッパ州,215,スイス,2
2002,26,京都府,2,ヨーロッパ州,218,スペイン,1
2002,26,京都府,2,ヨーロッパ州,220,イタリア,4
2002,26,京都府,2,ヨーロッパ州,225,オーストリア,1
2002,26,京都府,3,北アメリカ州,302,カナダ,4
2002,26,京都府,3,北アメリカ州,304,アメリカ合衆国,69
2002,26,京都府,3,北アメリカ州,305,メキシコ,3
2002,26,京都府,3,北アメリカ州,328,ケイマン諸島(英),1
2002,26,京都府,4,南アメリカ州,410,ブラジル,8
2002,26,京都府,4,南アメリカ州,413,アルゼンチン,1
2002,26,京都府,6,大洋州,601,オーストラリア,9
2002,26,京都府,6,大洋州,627,北マリアナ諸島(米),1
2002,27,大阪府,1,アジア州,103,大韓民国,37
2002,27,大阪府,1,アジア州,105,中華人民共和国,294
2002,27,大阪府,1,アジア州,106,台湾,88
2002,27,大阪府,1,アジア州,108,香港,84
2002,27,大阪府,1,アジア州,110,ベトナム,17
2002,27,大阪府,1,アジア州,111,タイ,125
2002,27,大阪府,1,アジア州,112,シンガポール,88
2002,27,大阪府,1,アジア州,113,マレーシア,102
2002,27,大阪府,1,アジア州,117,フィリピン,28
2002,27,大阪府,1,アジア州,118,インドネシア,72
2002,27,大阪府,1,アジア州,123,インド,18
2002,27,大阪府,1,アジア州,133,イラン,2
2002,27,大阪府,1,アジア州,137,サウジアラビア,1
2002,27,大阪府,1,アジア州,147,アラブ首長国連邦,4
2002,27,大阪府,2,ヨーロッパ州,202,ノルウェー,2
2002,27,大阪府,2,ヨーロッパ州,203,スウェーデン,9
2002,27,大阪府,2,ヨーロッパ州,204,デンマーク,4
2002,27,大阪府,2,ヨーロッパ州,205,英国,56
2002,27,大阪府,2,ヨーロッパ州,206,アイルランド,3
2002,27,大阪府,2,ヨーロッパ州,207,オランダ,23
2002,27,大阪府,2,ヨーロッパ州,208,ベルギー,17
2002,27,大阪府,2,ヨーロッパ州,210,フランス,23
2002,27,大阪府,2,ヨーロッパ州,213,ドイツ,52
2002,27,大阪府,2,ヨーロッパ州,215,スイス,4
2002,27,大阪府,2,ヨーロッパ州,217,ポルトガル,2
2002,27,大阪府,2,ヨーロッパ州,218,スペイン,16
2002,27,大阪府,2,ヨーロッパ州,220,イタリア,14
2002,27,大阪府,2,ヨーロッパ州,222,フィンランド,3
2002,27,大阪府,2,ヨーロッパ州,223,ポーランド,5
2002,27,大阪府,2,ヨーロッパ州,224,ロシア,3
2002,27,大阪府,2,ヨーロッパ州,225,オーストリア,5
2002,27,大阪府,2,ヨーロッパ州,227,ハンガリー,5
2002,27,大阪府,2,ヨーロッパ州,231,ルーマニア,1
2002,27,大阪府,2,ヨーロッパ州,245,チェコ,1
2002,27,大阪府,2,ヨーロッパ州,246,スロバキア,1
2002,27,大阪府,2,ヨーロッパ州,299,その他のヨーロッパ,4
2002,27,大阪府,3,北アメリカ州,302,カナダ,22
2002,27,大阪府,3,北アメリカ州,304,アメリカ合衆国,238
2002,27,大阪府,3,北アメリカ州,305,メキシコ,15
2002,27,大阪府,3,北アメリカ州,309,エルサルバドル,1
2002,27,大阪府,3,北アメリカ州,311,コスタリカ,1
2002,27,大阪府,3,北アメリカ州,312,パナマ,7
2002,27,大阪府,3,北アメリカ州,328,ケイマン諸島(英),1
2002,27,大阪府,3,北アメリカ州,332,英領ヴァージン諸島,1
2002,27,大阪府,4,南アメリカ州,402,ベネズエラ,1
2002,27,大阪府,4,南アメリカ州,407,ペルー,1
2002,27,大阪府,4,南アメリカ州,410,ブラジル,25
2002,27,大阪府,4,南アメリカ州,413,アルゼンチン,4
2002,27,大阪府,5,アフリカ州,541,ケニア,1
2002,27,大阪府,5,アフリカ州,543,タンザニア,2
2002,27,大阪府,5,アフリカ州,551,南アフリカ共和国,2
2002,27,大阪府,5,アフリカ州,599,その他のアフリカ,1
2002,27,大阪府,6,大洋州,601,オーストラリア,26
2002,27,大阪府,6,大洋州,606,ニュージーランド,5
2002,28,兵庫県,1,アジア州,103,大韓民国,9
2002,28,兵庫県,1,アジア州,105,中華人民共和国,34
2002,28,兵庫県,1,アジア州,106,台湾,17
2002,28,兵庫県,1,アジア州,108,香港,15
2002,28,兵庫県,1,アジア州,110,ベトナム,3
2002,28,兵庫県,1,アジア州,111,タイ,14
2002,28,兵庫県,1,アジア州,112,シンガポール,14
2002,28,兵庫県,1,アジア州,113,マレーシア,9
2002,28,兵庫県,1,アジア州,117,フィリピン,11
2002,28,兵庫県,1,アジア州,118,インドネシア,13
2002,28,兵庫県,1,アジア州,123,インド,2
2002,28,兵庫県,1,アジア州,125,スリランカ,1
2002,28,兵庫県,2,ヨーロッパ州,202,ノルウェー,1
2002,28,兵庫県,2,ヨーロッパ州,204,デンマーク,2
2002,28,兵庫県,2,ヨーロッパ州,205,英国,14
2002,28,兵庫県,2,ヨーロッパ州,207,オランダ,6
2002,28,兵庫県,2,ヨーロッパ州,208,ベルギー,3
2002,28,兵庫県,2,ヨーロッパ州,210,フランス,5
2002,28,兵庫県,2,ヨーロッパ州,213,ドイツ,12
2002,28,兵庫県,2,ヨーロッパ州,218,スペイン,3
2002,28,兵庫県,2,ヨーロッパ州,220,イタリア,1
2002,28,兵庫県,2,ヨーロッパ州,222,フィンランド,1
2002,28,兵庫県,2,ヨーロッパ州,223,ポーランド,1
2002,28,兵庫県,2,ヨーロッパ州,246,スロバキア,1
2002,28,兵庫県,3,北アメリカ州,302,カナダ,4
2002,28,兵庫県,3,北アメリカ州,304,アメリカ合衆国,50
2002,28,兵庫県,3,北アメリカ州,305,メキシコ,4
2002,28,兵庫県,3,北アメリカ州,312,パナマ,2
2002,28,兵庫県,3,北アメリカ州,316,ジャマイカ,1
2002,28,兵庫県,3,北アメリカ州,332,英領ヴァージン諸島,1
2002,28,兵庫県,3,北アメリカ州,399,その他の北アメリカ州,1
2002,28,兵庫県,4,南アメリカ州,410,ブラジル,3
2002,28,兵庫県,4,南アメリカ州,411,パラグアイ,1
2002,28,兵庫県,6,大洋州,601,オーストラリア,8
2002,28,兵庫県,6,大洋州,606,ニュージーランド,3
2002,29,奈良県,1,アジア州,103,大韓民国,2
2002,29,奈良県,1,アジア州,105,中華人民共和国,5
2002,29,奈良県,1,アジア州,111,タイ,3
2002,29,奈良県,3,北アメリカ州,304,アメリカ合衆国,1
2002,30,和歌山県,1,アジア州,103,大韓民国,1
2002,30,和歌山県,1,アジア州,105,中華人民共和国,2
2002,30,和歌山県,1,アジア州,106,台湾,1
2002,30,和歌山県,1,アジア州,108,香港,2
2002,30,和歌山県,1,アジア州,112,シンガポール,1
2002,30,和歌山県,1,アジア州,113,マレーシア,1
2002,30,和歌山県,1,アジア州,117,フィリピン,1
2002,30,和歌山県,2,ヨーロッパ州,205,英国,1
2002,30,和歌山県,2,ヨーロッパ州,207,オランダ,1
2002,30,和歌山県,2,ヨーロッパ州,210,フランス,1
2002,30,和歌山県,2,ヨーロッパ州,213,ドイツ,1
2002,30,和歌山県,2,ヨーロッパ州,220,イタリア,1
2002,30,和歌山県,2,ヨーロッパ州,223,ポーランド,1
2002,30,和歌山県,2,ヨーロッパ州,224,ロシア,1
2002,30,和歌山県,2,ヨーロッパ州,245,チェコ,1
2002,30,和歌山県,3,北アメリカ州,302,カナダ,1
2002,30,和歌山県,3,北アメリカ州,304,アメリカ合衆国,2
2002,30,和歌山県,3,北アメリカ州,305,メキシコ,1
2002,30,和歌山県,4,南アメリカ州,410,ブラジル,2
2002,30,和歌山県,6,大洋州,601,オーストラリア,1
2002,31,鳥取県,1,アジア州,105,中華人民共和国,7
2002,31,鳥取県,1,アジア州,108,香港,1
2002,31,鳥取県,1,アジア州,117,フィリピン,1
2002,31,鳥取県,2,ヨーロッパ州,205,英国,1
2002,31,鳥取県,3,北アメリカ州,304,アメリカ合衆国,1
2002,33,岡山県,1,アジア州,103,大韓民国,4
2002,33,岡山県,1,アジア州,105,中華人民共和国,9
2002,33,岡山県,1,アジア州,106,台湾,1
2002,33,岡山県,1,アジア州,108,香港,1
2002,33,岡山県,1,アジア州,111,タイ,2
2002,33,岡山県,1,アジア州,113,マレーシア,1
2002,33,岡山県,1,アジア州,118,インドネシア,1
2002,33,岡山県,2,ヨーロッパ州,205,英国,1
2002,33,岡山県,2,ヨーロッパ州,210,フランス,1
2002,33,岡山県,2,ヨーロッパ州,213,ドイツ,1
2002,33,岡山県,2,ヨーロッパ州,217,ポルトガル,1
2002,33,岡山県,2,ヨーロッパ州,225,オーストリア,1
2002,33,岡山県,3,北アメリカ州,304,アメリカ合衆国,8
2002,33,岡山県,5,アフリカ州,551,南アフリカ共和国,1
2002,34,広島県,1,アジア州,103,大韓民国,3
2002,34,広島県,1,アジア州,105,中華人民共和国,23
2002,34,広島県,1,アジア州,106,台湾,3
2002,34,広島県,1,アジア州,108,香港,2
2002,34,広島県,1,アジア州,110,ベトナム,2
2002,34,広島県,1,アジア州,111,タイ,12
2002,34,広島県,1,アジア州,112,シンガポール,2
2002,34,広島県,1,アジア州,117,フィリピン,6
2002,34,広島県,1,アジア州,118,インドネシア,1
2002,34,広島県,1,アジア州,123,インド,2
2002,34,広島県,2,ヨーロッパ州,205,英国,4
2002,34,広島県,2,ヨーロッパ州,208,ベルギー,1
2002,34,広島県,2,ヨーロッパ州,210,フランス,1
2002,34,広島県,2,ヨーロッパ州,213,ドイツ,5
2002,34,広島県,2,ヨーロッパ州,215,スイス,1
2002,34,広島県,2,ヨーロッパ州,217,ポルトガル,1
2002,34,広島県,2,ヨーロッパ州,218,スペイン,2
2002,34,広島県,2,ヨーロッパ州,220,イタリア,1
2002,34,広島県,2,ヨーロッパ州,225,オーストリア,1
2002,34,広島県,3,北アメリカ州,302,カナダ,2
2002,34,広島県,3,北アメリカ州,304,アメリカ合衆国,24
2002,34,広島県,3,北アメリカ州,305,メキシコ,2
2002,34,広島県,3,北アメリカ州,312,パナマ,3
2002,34,広島県,4,南アメリカ州,401,コロンビア,2
2002,34,広島県,4,南アメリカ州,402,ベネズエラ,1
2002,34,広島県,4,南アメリカ州,410,ブラジル,2
2002,34,広島県,5,アフリカ州,549,ジンバブエ,1
2002,34,広島県,6,大洋州,601,オーストラリア,2
2002,34,広島県,6,大洋州,606,ニュージーランド,3
2002,35,山口県,1,アジア州,105,中華人民共和国,4
2002,35,山口県,1,アジア州,108,香港,1
2002,35,山口県,1,アジア州,111,タイ,1
2002,35,山口県,1,アジア州,112,シンガポール,1
2002,35,山口県,1,アジア州,113,マレーシア,1
2002,35,山口県,1,アジア州,117,フィリピン,1
2002,35,山口県,1,アジア州,118,インドネシア,1
2002,35,山口県,2,ヨーロッパ州,210,フランス,1
2002,35,山口県,3,北アメリカ州,312,パナマ,1
2002,35,山口県,6,大洋州,611,バヌアツ,1
2002,36,徳島県,1,アジア州,105,中華人民共和国,3
2002,36,徳島県,3,北アメリカ州,304,アメリカ合衆国,4
2002,37,香川県,1,アジア州,103,大韓民国,1
2002,37,香川県,1,アジア州,105,中華人民共和国,3
2002,37,香川県,1,アジア州,112,シンガポール,1
2002,37,香川県,1,アジア州,113,マレーシア,1
2002,37,香川県,1,アジア州,118,インドネシア,2
2002,37,香川県,2,ヨーロッパ州,205,英国,1
2002,37,香川県,2,ヨーロッパ州,207,オランダ,3
2002,37,香川県,2,ヨーロッパ州,213,ドイツ,2
2002,37,香川県,3,北アメリカ州,304,アメリカ合衆国,5
2002,38,愛媛県,1,アジア州,103,大韓民国,2
2002,38,愛媛県,1,アジア州,105,中華人民共和国,7
2002,38,愛媛県,1,アジア州,106,台湾,1
2002,38,愛媛県,1,アジア州,111,タイ,1
2002,38,愛媛県,1,アジア州,112,シンガポール,1
2002,38,愛媛県,1,アジア州,118,インドネシア,2
2002,38,愛媛県,2,ヨーロッパ州,210,フランス,1
2002,38,愛媛県,3,北アメリカ州,302,カナダ,1
2002,38,愛媛県,3,北アメリカ州,304,アメリカ合衆国,5
2002,38,愛媛県,4,南アメリカ州,409,チリ,1
2002,39,高知県,1,アジア州,105,中華人民共和国,1
2002,39,高知県,1,アジア州,112,シンガポール,1
2002,39,高知県,2,ヨーロッパ州,207,オランダ,1
2002,39,高知県,3,北アメリカ州,304,アメリカ合衆国,1
2002,40,福岡県,1,アジア州,103,大韓民国,6
2002,40,福岡県,1,アジア州,105,中華人民共和国,17
2002,40,福岡県,1,アジア州,106,台湾,5
2002,40,福岡県,1,アジア州,108,香港,3
2002,40,福岡県,1,アジア州,110,ベトナム,3
2002,40,福岡県,1,アジア州,111,タイ,6
2002,40,福岡県,1,アジア州,112,シンガポール,4
2002,40,福岡県,1,アジア州,113,マレーシア,4
2002,40,福岡県,1,アジア州,117,フィリピン,4
2002,40,福岡県,1,アジア州,118,インドネシア,2
2002,40,福岡県,1,アジア州,122,ミャンマー,1
2002,40,福岡県,2,ヨーロッパ州,203,スウェーデン,1
2002,40,福岡県,2,ヨーロッパ州,205,英国,1
2002,40,福岡県,2,ヨーロッパ州,207,オランダ,1
2002,40,福岡県,2,ヨーロッパ州,213,ドイツ,3
2002,40,福岡県,3,北アメリカ州,304,アメリカ合衆国,8
2002,42,長崎県,1,アジア州,105,中華人民共和国,3
2002,43,熊本県,1,アジア州,105,中華人民共和国,3
2002,43,熊本県,1,アジア州,108,香港,1
2002,43,熊本県,1,アジア州,110,ベトナム,1
2002,43,熊本県,1,アジア州,111,タイ,1
2002,43,熊本県,1,アジア州,112,シンガポール,1
2002,43,熊本県,1,アジア州,117,フィリピン,1
2002,43,熊本県,3,北アメリカ州,304,アメリカ合衆国,3
2002,44,大分県,1,アジア州,105,中華人民共和国,1
2002,44,大分県,1,アジア州,106,台湾,1
2002,44,大分県,2,ヨーロッパ州,208,ベルギー,1
2002,45,宮崎県,1,アジア州,105,中華人民共和国,2
2002,45,宮崎県,1,アジア州,111,タイ,2
2002,45,宮崎県,1,アジア州,118,インドネシア,1
2002,45,宮崎県,3,北アメリカ州,304,アメリカ合衆国,1
2003,01,北海道,1,アジア州,105,中華人民共和国,2
2003,01,北海道,1,アジア州,113,マレーシア,1
2003,01,北海道,3,北アメリカ州,304,アメリカ合衆国,1
2003,01,北海道,3,北アメリカ州,312,パナマ,1
2003,02,青森県,1,アジア州,117,フィリピン,2
2003,03,岩手県,1,アジア州,105,中華人民共和国,1
2003,03,岩手県,1,アジア州,113,マレーシア,1
2003,04,宮城県,1,アジア州,103,大韓民国,2
2003,04,宮城県,1,アジア州,105,中華人民共和国,5
2003,04,宮城県,1,アジア州,108,香港,2
2003,04,宮城県,2,ヨーロッパ州,205,英国,1
2003,04,宮城県,2,ヨーロッパ州,207,オランダ,1
2003,04,宮城県,3,北アメリカ州,304,アメリカ合衆国,2
2003,06,山形県,1,アジア州,105,中華人民共和国,8
2003,06,山形県,1,アジア州,106,台湾,3
2003,06,山形県,1,アジア州,108,香港,3
2003,06,山形県,1,アジア州,111,タイ,2
2003,06,山形県,1,アジア州,112,シンガポール,1
2003,06,山形県,1,アジア州,113,マレーシア,1
2003,06,山形県,2,ヨーロッパ州,213,ドイツ,2
2003,06,山形県,3,北アメリカ州,304,アメリカ合衆国,2
2003,06,山形県,3,北アメリカ州,305,メキシコ,1
2003,07,福島県,1,アジア州,105,中華人民共和国,5
2003,07,福島県,1,アジア州,106,台湾,1
2003,07,福島県,1,アジア州,108,香港,2
2003,07,福島県,1,アジア州,112,シンガポール,1
2003,07,福島県,2,ヨーロッパ州,205,英国,1
2003,07,福島県,2,ヨーロッパ州,210,フランス,1
2003,07,福島県,2,ヨーロッパ州,213,ドイツ,2
2003,07,福島県,2,ヨーロッパ州,218,スペイン,1
2003,07,福島県,2,ヨーロッパ州,220,イタリア,1
2003,07,福島県,2,ヨーロッパ州,227,ハンガリー,1
2003,07,福島県,3,北アメリカ州,302,カナダ,1
2003,07,福島県,3,北アメリカ州,304,アメリカ合衆国,5
2003,07,福島県,3,北アメリカ州,305,メキシコ,1
2003,07,福島県,6,大洋州,601,オーストラリア,1
2003,08,茨城県,1,アジア州,105,中華人民共和国,1
2003,08,茨城県,1,アジア州,106,台湾,1
2003,08,茨城県,1,アジア州,111,タイ,2
2003,08,茨城県,1,アジア州,118,インドネシア,1
2003,08,茨城県,3,北アメリカ州,304,アメリカ合衆国,3
2003,08,茨城県,3,北アメリカ州,305,メキシコ,1
2003,09,栃木県,1,アジア州,105,中華人民共和国,3
2003,09,栃木県,1,アジア州,106,台湾,1
2003,09,栃木県,1,アジア州,108,香港,1
2003,09,栃木県,1,アジア州,110,ベトナム,1
2003,09,栃木県,1,アジア州,111,タイ,2
2003,09,栃木県,1,アジア州,113,マレーシア,1
2003,09,栃木県,1,アジア州,118,インドネシア,2
2003,09,栃木県,1,アジア州,122,ミャンマー,1
2003,09,栃木県,2,ヨーロッパ州,205,英国,2
2003,09,栃木県,2,ヨーロッパ州,210,フランス,1
2003,09,栃木県,2,ヨーロッパ州,213,ドイツ,1
2003,09,栃木県,3,北アメリカ州,304,アメリカ合衆国,8
2003,10,群馬県,1,アジア州,105,中華人民共和国,9
2003,10,群馬県,1,アジア州,106,台湾,1
2003,10,群馬県,1,アジア州,110,ベトナム,1
2003,10,群馬県,1,アジア州,111,タイ,5
2003,10,群馬県,1,アジア州,112,シンガポール,1
2003,10,群馬県,1,アジア州,113,マレーシア,2
2003,10,群馬県,1,アジア州,117,フィリピン,8
2003,10,群馬県,1,アジア州,118,インドネシア,2
2003,10,群馬県,2,ヨーロッパ州,205,英国,3
2003,10,群馬県,2,ヨーロッパ州,210,フランス,1
2003,10,群馬県,2,ヨーロッパ州,213,ドイツ,1
2003,10,群馬県,2,ヨーロッパ州,220,イタリア,1
2003,10,群馬県,3,北アメリカ州,304,アメリカ合衆国,8
2003,10,群馬県,3,北アメリカ州,305,メキシコ,2
2003,10,群馬県,4,南アメリカ州,410,ブラジル,1
2003,11,埼玉県,1,アジア州,103,大韓民国,8
2003,11,埼玉県,1,アジア州,105,中華人民共和国,39
2003,11,埼玉県,1,アジア州,106,台湾,11
2003,11,埼玉県,1,アジア州,108,香港,11
2003,11,埼玉県,1,アジア州,110,ベトナム,1
2003,11,埼玉県,1,アジア州,111,タイ,17
2003,11,埼玉県,1,アジア州,112,シンガポール,5
2003,11,埼玉県,1,アジア州,113,マレーシア,9
2003,11,埼玉県,1,アジア州,117,フィリピン,7
2003,11,埼玉県,1,アジア州,118,インドネシア,10
2003,11,埼玉県,1,アジア州,123,インド,2
2003,11,埼玉県,2,ヨーロッパ州,205,英国,5
2003,11,埼玉県,2,ヨーロッパ州,207,オランダ,1
2003,11,埼玉県,2,ヨーロッパ州,208,ベルギー,1
2003,11,埼玉県,2,ヨーロッパ州,210,フランス,3
2003,11,埼玉県,2,ヨーロッパ州,213,ドイツ,7
2003,11,埼玉県,2,ヨーロッパ州,218,スペイン,1
2003,11,埼玉県,3,北アメリカ州,302,カナダ,6
2003,11,埼玉県,3,北アメリカ州,304,アメリカ合衆国,46
2003,11,埼玉県,3,北アメリカ州,305,メキシコ,1
2003,11,埼玉県,4,南アメリカ州,410,ブラジル,3
2003,11,埼玉県,5,アフリカ州,551,南アフリカ共和国,1
2003,11,埼玉県,6,大洋州,601,オーストラリア,2
2003,12,千葉県,1,アジア州,103,大韓民国,7
2003,12,千葉県,1,アジア州,105,中華人民共和国,24
2003,12,千葉県,1,アジア州,106,台湾,10
2003,12,千葉県,1,アジア州,108,香港,8
2003,12,千葉県,1,アジア州,111,タイ,10
2003,12,千葉県,1,アジア州,112,シンガポール,3
2003,12,千葉県,1,アジア州,113,マレーシア,5
2003,12,千葉県,1,アジア州,117,フィリピン,3
2003,12,千葉県,1,アジア州,123,インド,1
2003,12,千葉県,1,アジア州,137,サウジアラビア,1
2003,12,千葉県,2,ヨーロッパ州,207,オランダ,2
2003,12,千葉県,2,ヨーロッパ州,209,ルクセンブルク,1
2003,12,千葉県,2,ヨーロッパ州,213,ドイツ,4
2003,12,千葉県,2,ヨーロッパ州,218,スペイン,2
2003,12,千葉県,3,北アメリカ州,302,カナダ,3
2003,12,千葉県,3,北アメリカ州,304,アメリカ合衆国,16
2003,12,千葉県,3,北アメリカ州,305,メキシコ,1
2003,12,千葉県,3,北アメリカ州,332,英領ヴァージン諸島,1
2003,12,千葉県,4,南アメリカ州,410,ブラジル,1
2003,12,千葉県,6,大洋州,601,オーストラリア,1
2003,12,千葉県,6,大洋州,606,ニュージーランド,1
2003,12,千葉県,6,大洋州,699,その他のオセアニア,1
2003,13,東京都,1,アジア州,103,大韓民国,225
2003,13,東京都,1,アジア州,105,中華人民共和国,1152
2003,13,東京都,1,アジア州,106,台湾,346
2003,13,東京都,1,アジア州,108,香港,502
2003,13,東京都,1,アジア州,110,ベトナム,76
2003,13,東京都,1,アジア州,111,タイ,571
2003,13,東京都,1,アジア州,112,シンガポール,508
2003,13,東京都,1,アジア州,113,マレーシア,347
2003,13,東京都,1,アジア州,116,ブルネイ,1
2003,13,東京都,1,アジア州,117,フィリピン,194
2003,13,東京都,1,アジア州,118,インドネシア,309
2003,13,東京都,1,アジア州,121,ラオス,1
2003,13,東京都,1,アジア州,122,ミャンマー,7
2003,13,東京都,1,アジア州,123,インド,57
2003,13,東京都,1,アジア州,124,パキスタン,12
2003,13,東京都,1,アジア州,125,スリランカ,9
2003,13,東京都,1,アジア州,127,バングラデシュ,5
2003,13,東京都,1,アジア州,131,ネパール,2
2003,13,東京都,1,アジア州,133,イラン,11
2003,13,東京都,1,アジア州,135,バーレーン,5
2003,13,東京都,1,アジア州,137,サウジアラビア,12
2003,13,東京都,1,アジア州,138,クウェート,3
2003,13,東京都,1,アジア州,143,イスラエル,4
2003,13,東京都,1,アジア州,146,レバノン,1
2003,13,東京都,1,アジア州,147,アラブ首長国連邦,16
2003,13,東京都,1,アジア州,188,その他のアジア,5
2003,13,東京都,1,アジア州,199,その他の中東,2
2003,13,東京都,2,ヨーロッパ州,202,ノルウェー,8
2003,13,東京都,2,ヨーロッパ州,203,スウェーデン,27
2003,13,東京都,2,ヨーロッパ州,204,デンマーク,8
2003,13,東京都,2,ヨーロッパ州,205,英国,372
2003,13,東京都,2,ヨーロッパ州,206,アイルランド,24
2003,13,東京都,2,ヨーロッパ州,207,オランダ,210
2003,13,東京都,2,ヨーロッパ州,208,ベルギー,52
2003,13,東京都,2,ヨーロッパ州,209,ルクセンブルク,6
2003,13,東京都,2,ヨーロッパ州,210,フランス,162
2003,13,東京都,2,ヨーロッパ州,211,モナコ,1
2003,13,東京都,2,ヨーロッパ州,213,ドイツ,278
2003,13,東京都,2,ヨーロッパ州,215,スイス,29
2003,13,東京都,2,ヨーロッパ州,217,ポルトガル,19
2003,13,東京都,2,ヨーロッパ州,218,スペイン,71
2003,13,東京都,2,ヨーロッパ州,220,イタリア,76
2003,13,東京都,2,ヨーロッパ州,222,フィンランド,6
2003,13,東京都,2,ヨーロッパ州,223,ポーランド,24
2003,13,東京都,2,ヨーロッパ州,224,ロシア,24
2003,13,東京都,2,ヨーロッパ州,225,オーストリア,16
2003,13,東京都,2,ヨーロッパ州,227,ハンガリー,21
2003,13,東京都,2,ヨーロッパ州,230,ギリシャ,9
2003,13,東京都,2,ヨーロッパ州,231,ルーマニア,4
2003,13,東京都,2,ヨーロッパ州,233,キプロス,2
2003,13,東京都,2,ヨーロッパ州,234,トルコ,13
2003,13,東京都,2,ヨーロッパ州,235,エストニア,2
2003,13,東京都,2,ヨーロッパ州,236,ラトビア,2
2003,13,東京都,2,ヨーロッパ州,237,リトアニア,1
2003,13,東京都,2,ヨーロッパ州,242,スロベニア,2
2003,13,東京都,2,ヨーロッパ州,245,チェコ,20
2003,13,東京都,2,ヨーロッパ州,246,スロバキア,5
2003,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,11
2003,13,東京都,3,北アメリカ州,302,カナダ,119
2003,13,東京都,3,北アメリカ州,304,アメリカ合衆国,1494
2003,13,東京都,3,北アメリカ州,305,メキシコ,75
2003,13,東京都,3,北アメリカ州,307,ホンジュラス,1
2003,13,東京都,3,北アメリカ州,309,エルサルバドル,2
2003,13,東京都,3,北アメリカ州,311,コスタリカ,1
2003,13,東京都,3,北アメリカ州,312,パナマ,148
2003,13,東京都,3,北アメリカ州,314,バーミュダ(英),11
2003,13,東京都,3,北アメリカ州,315,バハマ,6
2003,13,東京都,3,北アメリカ州,316,ジャマイカ,1
2003,13,東京都,3,北アメリカ州,323,ドミニカ共和国,1
2003,13,東京都,3,北アメリカ州,324,プエルトリコ(米),2
2003,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),45
2003,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,14
2003,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,8
2003,13,東京都,4,南アメリカ州,401,コロンビア,15
2003,13,東京都,4,南アメリカ州,402,ベネズエラ,17
2003,13,東京都,4,南アメリカ州,406,エクアドル,5
2003,13,東京都,4,南アメリカ州,407,ペルー,13
2003,13,東京都,4,南アメリカ州,408,ボリビア,4
2003,13,東京都,4,南アメリカ州,409,チリ,35
2003,13,東京都,4,南アメリカ州,410,ブラジル,123
2003,13,東京都,4,南アメリカ州,411,パラグアイ,3
2003,13,東京都,4,南アメリカ州,412,ウルグアイ,2
2003,13,東京都,4,南アメリカ州,413,アルゼンチン,16
2003,13,東京都,5,アフリカ州,504,チュニジア,3
